Code	Name	Monthly	From	To	Subject
800560	גופי תאורה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800570	הארקת יסוד	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800580	שנאים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800590	חומרי עזר לחשמל	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800600	גנרטור	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800610	מערכות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800620	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800630	טיח	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800640	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800650	ציוד שכור	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800660	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800670	ריצוף וחיפוי	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800680	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800690	אבן	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800700	אריחי גרניט פורצלן	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800710	דבקים לריצוף וחיפוי	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800720	חומרים ומוצרים שונים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800730	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800740	צבע	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800750	צבעים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800760	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800770	אלומיניום	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800780	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800790	חלונות ודלתות מאלומיניום ואביזריהם	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800800	זכוכית	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800810	קירות מסך	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800820	ציוד להרכבת אלומיניום	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800830	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800840	אבן	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800850	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800860	אבן חיפוי	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800870	רשתות ואביזרי עזר שונים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800880	חומרי איטום שונים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800890	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800900	מיזוג אויר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800910	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800920	סוגי מערכות מיזוג אויר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800930	מערכת קירור במים-יחידות עיבוי	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800940	צנרת  ותעלות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800950	מערכת פיזור אוויר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800960	מערכת CO לגילוי גז	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800970	מערכת בקרה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800980	אויר צח - יחידת טיפול אויר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
800990	מערכת שחרור עשן כולל הרכבה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801000	מערכת ניפוח חדרי מדרגות כולל הרכבה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801010	מערכת מניית אנרגיה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801020	חומרי עזר למיזוג אויר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801030	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801040	מעליות ודרגנועים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801050	מעליות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801060	דרגנועים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801070	מסגרות חרש	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801080	חומרים והרכבה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801090	רכיבים מתועשים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801100	חומרים	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801110	גבס ואביזריו	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801120	תקרות שונות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801130	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801140	תקורה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801150	ציוד שכור	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801160	סולר	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801170	אחזקת משרדים והוצאות אחרות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801180	"קב""מ פינוי פסולת"	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801190	שירותי שמירה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
801200	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית וקבוצה משנית
802010	המדד ללא שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית
802020	חומרים ומוצרים - סך כולל	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית
802030	שכירת ציוד	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית
802040	שכר עבודה	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית
802050	שונות	true	2012-01-16	2026-04-27	מדד מחירי תשומה בבנייה למסחר ולמשרדים, לפי קבוצה ראשית
240010	מדד מחירי תשומה בסלילה וגישור - כללי	true	1966-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240015	המדד ללא גישור	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240020	חומרים - סך הכל	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240030	חומרי מחצבה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240132	מצע א', מצע ב', מצע ג' - סך הכל	true	1996-02-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240140	"אגו""מ - אגרגטים גרוסים ומודרגים"	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240150	חול לסוגיו	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240190	חומרי מחצבה אחרים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240200	הובלה שכורה של חומרי מחצבה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240220	תערובות אספלט	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240255	מלט ובטון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240260	צמנט שחור	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240270	בטון מובא לסוגיו	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240280	אבני שפה, ריצוף ותיחום	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240281	אבני שפה ותיחום	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240282	אבני ריצוף	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240283	תאי בקרה ושוחות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240284	קורות ומקטעים לגשרים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240285	יריעות וחומרי איטום	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240286	יריעות ביטומניות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240287	יריעות HDPE	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240288	חומרי איטום	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240289	יריעות שריון קרקע	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240291	צינורות שונים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240292	צינורות ניקוז	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240293	צינורות ביוב	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240294	צינורות אספקת מים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240700	מוטות ורשתות פלדה ואביזרי מתכת שונים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240710	חומרים ומוצרים לסימון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240711	צבעים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240712	אביזרי סימון שונים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240720	שלטים ותמרורים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240730	מעקה בטיחות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240740	אביזרים לתאורת כביש ותשתית חשמל	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240741	אביזרי תאורת כביש	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240742	רמזורים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240750	מוצרים לפיתוח נופי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240320	שכירת ציוד	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240355	שכירת מעמיסים מחפרים ומחפרונים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240360	שכירת מקרצפת ומפלסת	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240370	שכירת מכבשים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240371	שכירת משאיות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240372	שכירת מכונת קידוח	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240373	ציוד קל	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240374	ציוד אחר	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240390	שירותי מטמנה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
240800	שכר עבודה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי קבוצות ראשיות וקבוצות משניות"
242010	עבודות הכנה ופירוק	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242020	עבודות פירוק	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242030	עקירה  וכריתת  עצים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242040	עבודות חישוף	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242050	עבודות  קרצוף	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242110	עבודות עפר	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242120	חפירה וחציבה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242130	עבודות  הידוק	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242140	עבודות  מילוי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242210	"עבודות מצע ואגו""מ"	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242220	עבודות מצע	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242230	"עבודות אגו""מ"	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242310	שכבות אספלטיות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242320	"ריבוד באספלט מסוג תא""צ"	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242330	"ריבוד באספלט מסוג תא""מ"	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242340	"ריבוד באספלט מסוג תאמ""א"	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242350	ריבוד באספלט למדרכות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242410	עבודות ניקוז	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242420	צינורות ניקוז טרומיים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242430	מתקנים  למערכות ניקוז	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242440	דיפון תעלות פתוחות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242510	עבודות סימון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242520	סימון כבישים בצבע חד רכיבי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242530	סימון כבישים בצבע דו רכיבי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242540	עיני חתול	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242610	עבודות שילוט ותמרור	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242620	התקנת  תמרורים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242630	התקנת  שלטים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242710	מעקות וגדרות בטיחות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242720	התקנת  מעקות פלדה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242730	התקנת  מעקות בטון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242810	עבודות ריצוף	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242820	אבני  שפה ותיחום	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242830	עבודות ריצוף	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242910	עבודות ביסוס עמוק	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242920	כלונסאות  קדוחים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242930	כלונסאות עם שימוש בתרחיף בנטונייט	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242940	כלונסאות קדוחים  בשיטת ההקשה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242950	קירות ביסוס  (סלארי)	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
242960	ברזל זיון כלונסאות	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243010	עבודות גישור	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243020	אלמנטים יצוקים  באתר	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243030	אלמנטים  טרומיים/ דרוכים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243040	ברזל גשרים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243110	עבודות בטון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243120	בטון יצוק  באתר - אופקי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243130	בטון יצוק  באתר - אנכי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243140	מוטות ורשתות ברזל	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243210	עבודות איטום	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243220	איטום בטון	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243230	איטום קרקע	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243310	עבודות גינון ופיתוח נופי	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243320	חיפוי  באדמה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243330	מערכת השקיה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243340	בניית מסלעה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243350	צמחיה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243410	עבודות תאורה ורמזורים	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
243420	תשתית  לעמודי תאורה	true	2010-01-16	2026-04-27	"מדד מחירי תשומה בסלילה וגישור (ללא מע""מ), לפי פרקי עבודה"
